,route_id,from_stop_id,to_stop_id,min_transfer_time,from_route_id,to_route_id
2415,10170_109,60120004621,60120004624,,10150_109,10170_109
2416,10170_109,60120004621,60120004624,120.0,10157_109,10170_109
2417,10170_109,60120004621,60120004624,120.0,10158_109,10170_109
2418,10170_109,60120004621,60120004624,120.0,10159_109,10170_109
2419,10170_109,60120004621,60120004624,120.0,10162_109,10170_109
2420,10170_109,60120004621,60120004624,120.0,10163_109,10170_109
2421,10170_109,60120004621,60120004624,,10165_109,10170_109
2422,10170_109,60120004621,60120004624,,10166_109,10170_109
2423,10170_109,60120004621,60120004622,,10149_109,10170_109
2424,10170_109,60120004621,60120004622,,10150_109,10170_109
2425,10170_109,60120004621,60120004622,120.0,10157_109,10170_109
2426,10170_109,60120004621,60120004622,120.0,10158_109,10170_109
2427,10170_109,60120004621,60120004622,120.0,10159_109,10170_109
2428,10170_109,60120004621,60120004622,120.0,10162_109,10170_109
2429,10170_109,60120004621,60120004622,120.0,10163_109,10170_109
2430,10170_109,60120004621,60120004622,,10165_109,10170_109
2431,10170_109,60120004621,60120004622,,10166_109,10170_109
2432,10170_109,60120004621,60120004623,120.0,10149_109,10170_109
2433,10170_109,60120004621,60120004623,,10157_109,10170_109
2434,10170_109,60120004621,60120004623,120.0,10158_109,10170_109
2435,10170_109,60120004621,60120004623,,10159_109,10170_109
2436,10170_109,60120004621,60120004623,,10162_109,10170_109
2437,10170_109,60120004621,60120004623,,10163_109,10170_109
2438,10170_109,60120004621,60120004623,,10165_109,10170_109
2439,10170_109,60120004621,60120004623,,10166_109,10170_109
2440,10170_109,60120003653,60120003654,180.0,10148_109,10170_109
2441,10170_109,60120003653,60120003654,180.0,10149_109,10170_109
2442,10170_109,60120003653,60120003654,180.0,10157_109,10170_109
2443,10170_109,60120003653,60120003654,180.0,10158_109,10170_109
2444,10170_109,60120003653,60120003654,180.0,10162_109,10170_109
2445,10170_109,60120003653,60120003654,180.0,10163_109,10170_109
2446,10170_109,60120003653,60120003651,180.0,10148_109,10170_109
2447,10170_109,60120003653,60120003651,180.0,10149_109,10170_109
2448,10170_109,60120003653,60120003651,180.0,10157_109,10170_109
2449,10170_109,60120003653,60120003651,180.0,10158_109,10170_109
2450,10170_109,60120003653,60120003651,180.0,10162_109,10170_109
2451,10170_109,60120003653,60120003651,180.0,10163_109,10170_109
2452,10170_109,60120004623,60120004624,,10148_109,10170_109
2453,10170_109,60120004623,60120004624,120.0,10157_109,10170_109
2454,10170_109,60120004623,60120004624,120.0,10158_109,10170_109
2455,10170_109,60120004623,60120004624,120.0,10162_109,10170_109
2456,10170_109,60120004623,60120004624,120.0,10163_109,10170_109
2457,10170_109,60120004623,60120004624,120.0,10170_109,10170_109
2458,10170_109,60120004623,60120004622,,10148_109,10170_109
2459,10170_109,60120004623,60120004622,120.0,10157_109,10170_109
2460,10170_109,60120004623,60120004622,120.0,10158_109,10170_109
2461,10170_109,60120004623,60120004622,120.0,10162_109,10170_109
2462,10170_109,60120004623,60120004622,120.0,10163_109,10170_109
2463,10170_109,60120004623,60120004622,120.0,10170_109,10170_109
2464,10170_109,60120004623,60120004623,120.0,10148_109,10170_109
2465,10170_109,60120004623,60120004623,,10157_109,10170_109
2466,10170_109,60120004623,60120004623,,10158_109,10170_109
2467,10170_109,60120004623,60120004623,,10162_109,10170_109
2468,10170_109,60120004623,60120004623,,10163_109,10170_109
2469,10170_109,60120004623,60120004623,,10170_109,10170_109
2470,10170_109,60120003651,60120003654,180.0,10157_109,10170_109
2471,10170_109,60120003651,60120003654,180.0,10158_109,10170_109
2472,10170_109,60120003651,60120003654,180.0,10159_109,10170_109
2473,10170_109,60120003651,60120003654,180.0,10162_109,10170_109
2474,10170_109,60120003651,60120003654,180.0,10163_109,10170_109
2475,10170_109,60120003651,60120003654,180.0,10165_109,10170_109
2476,10170_109,60120003651,60120003654,180.0,10166_109,10170_109
2477,10170_109,60120003651,60120003654,60.0,10170_109,10170_109
2478,10170_109,60120003651,60120003651,180.0,10157_109,10170_109
2479,10170_109,60120003651,60120003651,180.0,10158_109,10170_109
2480,10170_109,60120003651,60120003651,180.0,10159_109,10170_109
2481,10170_109,60120003651,60120003651,180.0,10162_109,10170_109
2482,10170_109,60120003651,60120003651,180.0,10163_109,10170_109
2483,10170_109,60120003651,60120003651,180.0,10165_109,10170_109
2484,10170_109,60120003651,60120003651,180.0,10166_109,10170_109
2485,10170_109,60120003651,60120003651,60.0,10170_109,10170_109
2486,10167_109,60110011611,60110011612,,10141_109,10167_109
2487,10167_109,60110011611,60110011612,,10142_109,10167_109
2488,10167_109,60110011611,60110011612,,10145_109,10167_109
2489,10167_109,60110011611,60110011612,120.0,10277_109,10167_109
2490,10167_109,60110011611,60110011613,120.0,10141_109,10167_109
2491,10167_109,60110011611,60110011613,120.0,10142_109,10167_109
2492,10167_109,60110011611,60110011613,120.0,10145_109,10167_109
2493,10167_109,60110011611,60110011613,120.0,10277_109,10167_109
2494,10167_109,60110011612,60110011612,120.0,10143_109,10167_109
2495,10167_109,60110011612,60110011612,,10144_109,10167_109
2496,10167_109,60110011612,60110011612,,10167_109,10167_109
2497,10167_109,60110011612,60110011613,120.0,10143_109,10167_109
2498,10167_109,60110011612,60110011613,120.0,10144_109,10167_109
2499,10167_109,60110011612,60110011613,120.0,10167_109,10167_109
2500,10167_109,60110011613,60110011612,120.0,10143_109,10167_109
2501,10167_109,60110011613,60110011612,120.0,10144_109,10167_109
2502,10167_109,60110011613,60110011612,120.0,10167_109,10167_109
2503,10167_109,60110011613,60110011613,120.0,10143_109,10167_109
2504,10167_109,60110011613,60110011613,120.0,10144_109,10167_109
2505,10167_109,60110011613,60110011613,120.0,10167_109,10167_109
2506,10167_109,60110011614,60110011612,120.0,10141_109,10167_109
2507,10167_109,60110011614,60110011612,120.0,10142_109,10167_109
2508,10167_109,60110011614,60110011612,120.0,10145_109,10167_109
2509,10167_109,60110011614,60110011613,120.0,10141_109,10167_109
2510,10167_109,60110011614,60110011613,120.0,10142_109,10167_109
2511,10167_109,60110011614,60110011613,120.0,10145_109,10167_109
2512,10167_109,60191001003,60191001003,60.0,10167_109,10167_109
2513,10167_109,60191001003,60191001003,60.0,10170_109,10167_109
2514,10167_109,60191001003,60191001003,60.0,10271_109,10167_109
2515,10167_109,60191001003,60191001003,60.0,12003_109,10167_109
2516,10167_109,60191001003,60191001004,360.0,10167_109,10167_109
2517,10167_109,60191001003,60191001004,360.0,10170_109,10167_109
2518,10167_109,60191001003,60191001004,360.0,10271_109,10167_109
2519,10167_109,60191001003,60191001004,360.0,12003_109,10167_109
2520,10167_109,60191001004,60191001003,360.0,10154_109,10167_109
2521,10167_109,60191001004,60191001003,360.0,10155_109,10167_109
2522,10167_109,60191001004,60191001003,360.0,10167_109,10167_109
2523,10167_109,60191001004,60191001003,360.0,10170_109,10167_109
2524,10167_109,60191001004,60191001003,360.0,10229_109,10167_109
2525,10167_109,60191001004,60191001003,360.0,10271_109,10167_109
2526,10167_109,60191001004,60191001003,360.0,11536_109,10167_109
2527,10167_109,60191001004,60191001003,360.0,11537_109,10167_109
2528,10167_109,60191001004,60191001003,360.0,12003_109,10167_109
2529,10167_109,60191001004,60191001004,60.0,10154_109,10167_109
2530,10167_109,60191001004,60191001004,60.0,10155_109,10167_109
2531,10167_109,60191001004,60191001004,60.0,10167_109,10167_109
2532,10167_109,60191001004,60191001004,60.0,10170_109,10167_109
2533,10167_109,60191001004,60191001004,60.0,10229_109,10167_109
2534,10167_109,60191001004,60191001004,60.0,10271_109,10167_109
2535,10167_109,60191001004,60191001004,60.0,11536_109,10167_109
2536,10167_109,60191001004,60191001004,60.0,11537_109,10167_109
2537,10167_109,60191001004,60191001004,60.0,12003_109,10167_109
2538,10167_109,60191001005,60191001003,60.0,10154_109,10167_109
2539,10167_109,60191001005,60191001003,60.0,10155_109,10167_109
2540,10167_109,60191001005,60191001003,60.0,10229_109,10167_109
2541,10167_109,60191001005,60191001003,60.0,11536_109,10167_109
2542,10167_109,60191001005,60191001003,60.0,11537_109,10167_109
2543,10167_109,60191001005,60191001004,360.0,10154_109,10167_109
2544,10167_109,60191001005,60191001004,360.0,10155_109,10167_109
2545,10167_109,60191001005,60191001004,360.0,10229_109,10167_109
2546,10167_109,60191001005,60191001004,360.0,11536_109,10167_109
2547,10167_109,60191001005,60191001004,360.0,11537_109,10167_109
2548,10167_109,60192001003,60192001003,,10154_109,10167_109
2549,10167_109,60192001003,60192001003,,10155_109,10167_109
2550,10167_109,60192001003,60192001003,,10167_109,10167_109
2551,10167_109,60192001003,60192001003,,10170_109,10167_109
2552,10167_109,60192001003,60192001003,,10229_109,10167_109
2553,10167_109,60192001003,60192001003,,10271_109,10167_109
2554,10167_109,60192001003,60192001003,,11536_109,10167_109
2555,10167_109,60192001003,60192001003,,11537_109,10167_109
2556,10167_109,60192001003,60192001005,120.0,10154_109,10167_109
2557,10167_109,60192001003,60192001005,120.0,10155_109,10167_109
2558,10167_109,60192001003,60192001005,120.0,10167_109,10167_109
2559,10167_109,60192001003,60192001005,120.0,10170_109,10167_109
2560,10167_109,60192001003,60192001005,120.0,10229_109,10167_109
2561,10167_109,60192001003,60192001005,120.0,10271_109,10167_109
2562,10167_109,60192001003,60192001005,120.0,11536_109,10167_109
2563,10167_109,60192001003,60192001005,120.0,11537_109,10167_109
2564,10167_109,60192001003,60192001006,120.0,10154_109,10167_109
2565,10167_109,60192001003,60192001006,120.0,10155_109,10167_109
2566,10167_109,60192001003,60192001006,120.0,10167_109,10167_109
2567,10167_109,60192001003,60192001006,120.0,10170_109,10167_109
2568,10167_109,60192001003,60192001006,120.0,10229_109,10167_109
2569,10167_109,60192001003,60192001006,120.0,10271_109,10167_109
2570,10167_109,60192001003,60192001006,120.0,11536_109,10167_109
2571,10167_109,60192001003,60192001006,120.0,11537_109,10167_109
2572,10167_109,60192001004,60192001003,,10154_109,10167_109
2573,10167_109,60192001004,60192001003,120.0,10229_109,10167_109
2574,10167_109,60192001004,60192001003,,10271_109,10167_109
2575,10167_109,60192001004,60192001005,120.0,10154_109,10167_109
2576,10167_109,60192001004,60192001005,180.0,10229_109,10167_109
2577,10167_109,60192001004,60192001005,120.0,10271_109,10167_109
2578,10167_109,60192001004,60192001006,120.0,10154_109,10167_109
2579,10167_109,60192001004,60192001006,180.0,10229_109,10167_109
2580,10167_109,60192001004,60192001006,120.0,10271_109,10167_109
2581,10167_109,60192001005,60192001003,120.0,10154_109,10167_109
2582,10167_109,60192001005,60192001003,120.0,10155_109,10167_109
2583,10167_109,60192001005,60192001003,120.0,10167_109,10167_109
2584,10167_109,60192001005,60192001003,120.0,10170_109,10167_109
2585,10167_109,60192001005,60192001003,120.0,10229_109,10167_109
2586,10167_109,60192001005,60192001003,120.0,10271_109,10167_109
2587,10167_109,60192001005,60192001003,120.0,11536_109,10167_109
2588,10167_109,60192001005,60192001003,120.0,11537_109,10167_109
2589,10167_109,60192001005,60192001005,180.0,10154_109,10167_109
2590,10167_109,60192001005,60192001005,,10155_109,10167_109
2591,10167_109,60192001005,60192001005,,10167_109,10167_109
2592,10167_109,60192001005,60192001005,,10170_109,10167_109
2593,10167_109,60192001005,60192001005,180.0,10229_109,10167_109
2594,10167_109,60192001005,60192001005,,10271_109,10167_109
2595,10167_109,60192001005,60192001005,,11536_109,10167_109
2596,10167_109,60192001005,60192001005,,11537_109,10167_109
2597,10167_109,60192001005,60192001006,180.0,10154_109,10167_109
2598,10167_109,60192001005,60192001006,,10155_109,10167_109
2599,10167_109,60192001005,60192001006,,10167_109,10167_109
2600,10167_109,60192001005,60192001006,,10170_109,10167_109
2601,10167_109,60192001005,60192001006,180.0,10229_109,10167_109
2602,10167_109,60192001005,60192001006,,10271_109,10167_109
2603,10167_109,60192001005,60192001006,,11536_109,10167_109
2604,10167_109,60192001005,60192001006,,11537_109,10167_109
2605,10167_109,60192001006,60192001003,120.0,10167_109,10167_109
2606,10167_109,60192001006,60192001005,,10167_109,10167_109
2607,10167_109,60192001006,60192001006,,10167_109,10167_109
2608,10167_109,130000083651,60200011001,720.0,5241_700,10167_109
2609,10167_109,130000083651,60200011002,720.0,5241_700,10167_109
2610,10167_109,60186001811,60186001811,,10155_109,10167_109
2611,10167_109,60186001811,60186001811,,10167_109,10167_109
2612,10167_109,60186001811,60186001811,,11536_109,10167_109
2613,10167_109,60186001811,60186001811,,11537_109,10167_109
2614,10167_109,60186001811,60186001812,,10155_109,10167_109
2615,10167_109,60186001811,60186001812,,10167_109,10167_109
2616,10167_109,60186001811,60186001812,,11536_109,10167_109
2617,10167_109,60186001811,60186001812,,11537_109,10167_109
2618,10167_109,60186001811,60186001813,120.0,10155_109,10167_109
2619,10167_109,60186001811,60186001813,120.0,10167_109,10167_109
2620,10167_109,60186001811,60186001813,120.0,11536_109,10167_109
2621,10167_109,60186001811,60186001813,120.0,11537_109,10167_109
2622,10167_109,60186001811,60186001814,120.0,10155_109,10167_109
2623,10167_109,60186001811,60186001814,120.0,10167_109,10167_109
2624,10167_109,60186001811,60186001814,120.0,11536_109,10167_109
2625,10167_109,60186001811,60186001814,120.0,11537_109,10167_109
2626,10167_109,60186001812,60186001811,,10154_109,10167_109
2627,10167_109,60186001812,60186001811,,10155_109,10167_109
2628,10167_109,60186001812,60186001811,,10167_109,10167_109
2629,10167_109,60186001812,60186001811,,10271_109,10167_109
2630,10167_109,60186001812,60186001811,,11536_109,10167_109
2631,10167_109,60186001812,60186001811,,11537_109,10167_109
2632,10167_109,60186001812,60186001812,,10154_109,10167_109
2633,10167_109,60186001812,60186001812,,10155_109,10167_109
2634,10167_109,60186001812,60186001812,,10167_109,10167_109
2635,10167_109,60186001812,60186001812,,10271_109,10167_109
2636,10167_109,60186001812,60186001812,,11536_109,10167_109
2637,10167_109,60186001812,60186001812,,11537_109,10167_109
2638,10167_109,60186001812,60186001813,120.0,10154_109,10167_109
2639,10167_109,60186001812,60186001813,120.0,10155_109,10167_109
2640,10167_109,60186001812,60186001813,120.0,10167_109,10167_109
2641,10167_109,60186001812,60186001813,120.0,10271_109,10167_109
2642,10167_109,60186001812,60186001813,120.0,11536_109,10167_109
2643,10167_109,60186001812,60186001813,120.0,11537_109,10167_109
2644,10167_109,60186001812,60186001814,120.0,10154_109,10167_109
2645,10167_109,60186001812,60186001814,120.0,10155_109,10167_109
2646,10167_109,60186001812,60186001814,120.0,10167_109,10167_109
2647,10167_109,60186001812,60186001814,120.0,10271_109,10167_109
2648,10167_109,60186001812,60186001814,120.0,11536_109,10167_109
2649,10167_109,60186001812,60186001814,120.0,11537_109,10167_109
2650,10167_109,60186001813,60186001811,120.0,10154_109,10167_109
2651,10167_109,60186001813,60186001811,120.0,10155_109,10167_109
2652,10167_109,60186001813,60186001811,120.0,10167_109,10167_109
2653,10167_109,60186001813,60186001811,120.0,11536_109,10167_109
2654,10167_109,60186001813,60186001812,120.0,10154_109,10167_109
2655,10167_109,60186001813,60186001812,120.0,10155_109,10167_109
2656,10167_109,60186001813,60186001812,120.0,10167_109,10167_109
2657,10167_109,60186001813,60186001812,120.0,11536_109,10167_109
2658,10167_109,60186001813,60186001813,,10154_109,10167_109
2659,10167_109,60186001813,60186001813,,10155_109,10167_109
2660,10167_109,60186001813,60186001813,,10167_109,10167_109
2661,10167_109,60186001813,60186001813,,11536_109,10167_109
2662,10167_109,60186001813,60186001814,,10154_109,10167_109
2663,10167_109,60186001813,60186001814,,10155_109,10167_109
2664,10167_109,60186001813,60186001814,,10167_109,10167_109
2665,10167_109,60186001813,60186001814,,11536_109,10167_109
2666,10167_109,60186001814,60186001811,120.0,10154_109,10167_109
2667,10167_109,60186001814,60186001811,120.0,10155_109,10167_109
2668,10167_109,60186001814,60186001811,120.0,10167_109,10167_109
2669,10167_109,60186001814,60186001811,120.0,11537_109,10167_109
2670,10167_109,60186001814,60186001812,120.0,10154_109,10167_109
2671,10167_109,60186001814,60186001812,120.0,10155_109,10167_109
2672,10167_109,60186001814,60186001812,120.0,10167_109,10167_109
2673,10167_109,60186001814,60186001812,120.0,11537_109,10167_109
2674,10167_109,60186001814,60186001813,,10154_109,10167_109
2675,10167_109,60186001814,60186001813,,10155_109,10167_109
2676,10167_109,60186001814,60186001813,,10167_109,10167_109
2677,10167_109,60186001814,60186001813,,11537_109,10167_109
2678,10167_109,60186001814,60186001814,,10154_109,10167_109
2679,10167_109,60186001814,60186001814,,10155_109,10167_109
2680,10167_109,60186001814,60186001814,,10167_109,10167_109
2681,10167_109,60186001814,60186001814,,11537_109,10167_109
2682,10167_109,60120901551,60120901551,60.0,10167_109,10167_109
2683,10167_109,60120901551,60120901551,60.0,10223_109,10167_109
2684,10167_109,60120901551,60120901551,60.0,10224_109,10167_109
2685,10167_109,60120901551,60120901551,60.0,12003_109,10167_109
2686,10167_109,60120901551,60120901552,60.0,10167_109,10167_109
2687,10167_109,60120901551,60120901552,60.0,10223_109,10167_109
2688,10167_109,60120901551,60120901552,60.0,10224_109,10167_109
2689,10167_109,60120901551,60120901552,60.0,12003_109,10167_109
2690,10167_109,60120901552,60120901551,60.0,10167_109,10167_109
2691,10167_109,60120901552,60120901551,60.0,10226_109,10167_109
2692,10167_109,60120901552,60120901551,60.0,10227_109,10167_109
2693,10167_109,60120901552,60120901551,60.0,12003_109,10167_109
2694,10167_109,60120901552,60120901552,60.0,10167_109,10167_109
2695,10167_109,60120901552,60120901552,60.0,10226_109,10167_109
2696,10167_109,60120901552,60120901552,60.0,10227_109,10167_109
2697,10167_109,60120901552,60120901552,60.0,12003_109,10167_109
2698,10167_109,60190001571,60190001571,,10167_109,10167_109
2699,10167_109,60190001571,60190001571,,10223_109,10167_109
2700,10167_109,60190001571,60190001571,,10224_109,10167_109
2701,10167_109,60190001571,60190001572,120.0,10167_109,10167_109
2702,10167_109,60190001571,60190001572,120.0,10223_109,10167_109
2703,10167_109,60190001571,60190001572,120.0,10224_109,10167_109
2704,10167_109,60190001571,60190001574,120.0,10167_109,10167_109
2705,10167_109,60190001571,60190001574,120.0,10223_109,10167_109
2706,10167_109,60190001571,60190001574,120.0,10224_109,10167_109
2707,10167_109,60190001571,60190001573,,10167_109,10167_109
2708,10167_109,60190001571,60190001573,,10223_109,10167_109
2709,10167_109,60190001571,60190001573,,10224_109,10167_109
2710,10167_109,60190001572,60190001571,120.0,10167_109,10167_109
2711,10167_109,60190001572,60190001571,120.0,10226_109,10167_109
2712,10167_109,60190001572,60190001571,120.0,10227_109,10167_109
2713,10167_109,60190001572,60190001572,,10167_109,10167_109
2714,10167_109,60190001572,60190001572,,10226_109,10167_109
2715,10167_109,60190001572,60190001572,,10227_109,10167_109
2716,10167_109,60190001572,60190001574,120.0,10167_109,10167_109
2717,10167_109,60190001572,60190001574,120.0,10226_109,10167_109
2718,10167_109,60190001572,60190001574,120.0,10227_109,10167_109
2719,10167_109,60190001572,60190001573,120.0,10167_109,10167_109
2720,10167_109,60190001572,60190001573,120.0,10226_109,10167_109
2721,10167_109,60190001572,60190001573,120.0,10227_109,10167_109
2722,10167_109,60190001574,60190001571,120.0,10167_109,10167_109
2723,10167_109,60190001574,60190001571,120.0,10170_109,10167_109
2724,10167_109,60190001574,60190001571,120.0,10271_109,10167_109
2725,10167_109,60190001574,60190001572,120.0,10167_109,10167_109
2726,10167_109,60190001574,60190001572,,10170_109,10167_109
2727,10167_109,60190001574,60190001572,120.0,10271_109,10167_109
2728,10167_109,60190001574,60190001574,120.0,10167_109,10167_109
2729,10167_109,60190001574,60190001574,120.0,10170_109,10167_109
2730,10167_109,60190001574,60190001574,120.0,10271_109,10167_109
2731,10167_109,60190001574,60190001573,120.0,10167_109,10167_109
2732,10167_109,60190001574,60190001573,120.0,10170_109,10167_109
2733,10167_109,60190001574,60190001573,120.0,10271_109,10167_109
2734,10167_109,60190001573,60190001571,,10167_109,10167_109
2735,10167_109,60190001573,60190001571,,10170_109,10167_109
2736,10167_109,60190001573,60190001572,120.0,10167_109,10167_109
2737,10167_109,60190001573,60190001572,120.0,10170_109,10167_109
2738,10167_109,60190001573,60190001574,120.0,10167_109,10167_109
2739,10167_109,60190001573,60190001574,120.0,10170_109,10167_109
2740,10167_109,60190001573,60190001573,,10167_109,10167_109
2741,10167_109,60190001573,60190001573,,10170_109,10167_109
2742,10167_109,60120003654,60120901551,180.0,10148_109,10167_109
2743,10167_109,60120003654,60120901551,180.0,10149_109,10167_109
2744,10167_109,60120003654,60120901551,180.0,10157_109,10167_109
2745,10167_109,60120003654,60120901551,180.0,10158_109,10167_109
2746,10167_109,60120003654,60120901551,180.0,10162_109,10167_109
2747,10167_109,60120003654,60120901551,180.0,10163_109,10167_109
2748,10167_109,60120003654,60120901551,180.0,10165_109,10167_109
2749,10167_109,60120003654,60120901551,60.0,10170_109,10167_109
2750,10167_109,60120003654,60120901552,180.0,10148_109,10167_109
2751,10167_109,60120003654,60120901552,180.0,10149_109,10167_109
2752,10167_109,60120003654,60120901552,180.0,10157_109,10167_109
2753,10167_109,60120003654,60120901552,180.0,10158_109,10167_109
2754,10167_109,60120003654,60120901552,180.0,10162_109,10167_109
2755,10167_109,60120003654,60120901552,180.0,10163_109,10167_109
2756,10167_109,60120003654,60120901552,180.0,10165_109,10167_109
2757,10167_109,60120003654,60120901552,60.0,10170_109,10167_109
2758,10167_109,60120003652,60120901551,180.0,10148_109,10167_109
2759,10167_109,60120003652,60120901551,180.0,10149_109,10167_109
2760,10167_109,60120003652,60120901551,180.0,10150_109,10167_109
2761,10167_109,60120003652,60120901551,180.0,10157_109,10167_109
2762,10167_109,60120003652,60120901551,180.0,10158_109,10167_109
2763,10167_109,60120003652,60120901551,180.0,10159_109,10167_109
2764,10167_109,60120003652,60120901551,180.0,10162_109,10167_109
2765,10167_109,60120003652,60120901551,180.0,10163_109,10167_109
2766,10167_109,60120003652,60120901551,180.0,10165_109,10167_109
2767,10167_109,60120003652,60120901551,180.0,10166_109,10167_109
2768,10167_109,60120003652,60120901552,180.0,10148_109,10167_109
2769,10167_109,60120003652,60120901552,180.0,10149_109,10167_109
2770,10167_109,60120003652,60120901552,180.0,10150_109,10167_109
2771,10167_109,60120003652,60120901552,180.0,10157_109,10167_109
2772,10167_109,60120003652,60120901552,180.0,10158_109,10167_109
2773,10167_109,60120003652,60120901552,180.0,10159_109,10167_109
2774,10167_109,60120003652,60120901552,180.0,10162_109,10167_109
2775,10167_109,60120003652,60120901552,180.0,10163_109,10167_109
2776,10167_109,60120003652,60120901552,180.0,10165_109,10167_109
2777,10167_109,60120003652,60120901552,180.0,10166_109,10167_109
2778,10167_109,60120003653,60120901551,180.0,10148_109,10167_109
2779,10167_109,60120003653,60120901551,180.0,10149_109,10167_109
2780,10167_109,60120003653,60120901551,180.0,10157_109,10167_109
2781,10167_109,60120003653,60120901551,180.0,10158_109,10167_109
2782,10167_109,60120003653,60120901551,180.0,10162_109,10167_109
2783,10167_109,60120003653,60120901551,180.0,10163_109,10167_109
2784,10167_109,60120003653,60120901552,180.0,10148_109,10167_109
2785,10167_109,60120003653,60120901552,180.0,10149_109,10167_109
2786,10167_109,60120003653,60120901552,180.0,10157_109,10167_109
2787,10167_109,60120003653,60120901552,180.0,10158_109,10167_109
2788,10167_109,60120003653,60120901552,180.0,10162_109,10167_109
2789,10167_109,60120003653,60120901552,180.0,10163_109,10167_109
2790,10167_109,60120003651,60120901551,180.0,10157_109,10167_109
2791,10167_109,60120003651,60120901551,180.0,10158_109,10167_109
2792,10167_109,60120003651,60120901551,180.0,10159_109,10167_109
2793,10167_109,60120003651,60120901551,180.0,10162_109,10167_109
2794,10167_109,60120003651,60120901551,180.0,10163_109,10167_109
2795,10167_109,60120003651,60120901551,180.0,10165_109,10167_109
2796,10167_109,60120003651,60120901551,180.0,10166_109,10167_109
2797,10167_109,60120003651,60120901551,60.0,10170_109,10167_109
2798,10167_109,60120003651,60120901552,180.0,10157_109,10167_109
2799,10167_109,60120003651,60120901552,180.0,10158_109,10167_109
2800,10167_109,60120003651,60120901552,180.0,10159_109,10167_109
2801,10167_109,60120003651,60120901552,180.0,10162_109,10167_109
2802,10167_109,60120003651,60120901552,180.0,10163_109,10167_109
2803,10167_109,60120003651,60120901552,180.0,10165_109,10167_109
2804,10167_109,60120003651,60120901552,180.0,10166_109,10167_109
2805,10167_109,60120003651,60120901552,60.0,10170_109,10167_109
2806,10166_109,60120005008,60120005009,600.0,10148_109,10166_109
2807,10166_109,60120005008,60120005009,120.0,10157_109,10166_109
2808,10166_109,60120005008,60120005009,120.0,10158_109,10166_109
2809,10166_109,60120005008,60120005009,120.0,10162_109,10166_109
2810,10166_109,60120005008,60120005009,120.0,10163_109,10166_109
2811,10166_109,60120005008,60120005009,600.0,10165_109,10166_109
2812,10166_109,60120005008,60120005009,120.0,10170_109,10166_109
2813,10166_109,60120005008,60120005010,600.0,10148_109,10166_109
2814,10166_109,60120005008,60120005010,120.0,10157_109,10166_109
2815,10166_109,60120005008,60120005010,120.0,10158_109,10166_109
2816,10166_109,60120005008,60120005010,120.0,10162_109,10166_109
2817,10166_109,60120005008,60120005010,120.0,10163_109,10166_109
2818,10166_109,60120005008,60120005010,600.0,10165_109,10166_109
2819,10166_109,60120005008,60120005010,120.0,10170_109,10166_109
2820,10166_109,60120005009,60120005009,600.0,10148_109,10166_109
2821,10166_109,60120005009,60120005009,600.0,10149_109,10166_109
2822,10166_109,60120005009,60120005009,120.0,10157_109,10166_109
2823,10166_109,60120005009,60120005009,120.0,10159_109,10166_109
2824,10166_109,60120005009,60120005009,180.0,10163_109,10166_109
2825,10166_109,60120005009,60120005009,600.0,10165_109,10166_109
2826,10166_109,60120005009,60120005009,600.0,10166_109,10166_109
2827,10166_109,60120005009,60120005009,120.0,10170_109,10166_109
2828,10166_109,60120005009,60120005010,600.0,10148_109,10166_109
2829,10166_109,60120005009,60120005010,600.0,10149_109,10166_109
2830,10166_109,60120005009,60120005010,120.0,10157_109,10166_109
2831,10166_109,60120005009,60120005010,120.0,10159_109,10166_109
2832,10166_109,60120005009,60120005010,120.0,10163_109,10166_109
2833,10166_109,60120005009,60120005010,600.0,10165_109,10166_109
2834,10166_109,60120005009,60120005010,600.0,10166_109,10166_109
2835,10166_109,60120005009,60120005010,120.0,10170_109,10166_109
2836,10166_109,60120005010,60120005009,600.0,10148_109,10166_109
2837,10166_109,60120005010,60120005009,600.0,10149_109,10166_109
2838,10166_109,60120005010,60120005009,120.0,10157_109,10166_109
2839,10166_109,60120005010,60120005009,120.0,10158_109,10166_109
2840,10166_109,60120005010,60120005009,120.0,10159_109,10166_109
2841,10166_109,60120005010,60120005009,120.0,10162_109,10166_109
2842,10166_109,60120005010,60120005009,180.0,10163_109,10166_109
2843,10166_109,60120005010,60120005009,600.0,10165_109,10166_109
2844,10166_109,60120005010,60120005009,600.0,10166_109,10166_109
2845,10166_109,60120005010,60120005009,120.0,10170_109,10166_109
2846,10166_109,60120005010,60120005010,600.0,10148_109,10166_109
2847,10166_109,60120005010,60120005010,600.0,10149_109,10166_109
2848,10166_109,60120005010,60120005010,,10157_109,10166_109
2849,10166_109,60120005010,60120005010,120.0,10158_109,10166_109
2850,10166_109,60120005010,60120005010,,10159_109,10166_109
2851,10166_109,60120005010,60120005010,120.0,10162_109,10166_109
2852,10166_109,60120005010,60120005010,120.0,10163_109,10166_109
2853,10166_109,60120005010,60120005010,600.0,10165_109,10166_109
2854,10166_109,60120005010,60120005010,600.0,10166_109,10166_109
2855,10166_109,60120005010,60120005010,,10170_109,10166_109
2856,10166_109,60120005011,60120005009,600.0,10148_109,10166_109
2857,10166_109,60120005011,60120005009,120.0,10157_109,10166_109
2858,10166_109,60120005011,60120005009,120.0,10158_109,10166_109
2859,10166_109,60120005011,60120005009,120.0,10162_109,10166_109
