,stop_id,stop_name,stop_lat,stop_lon
230431,60320004531,S Strausberg Bhf,52.532364,13.834793
230814,60176001002,S Mahlsdorf Bhf ,52.512118,13.61123
230824,60320001003,S Strausberg Nord,52.5907,13.908894
231219,60176001001,S Mahlsdorf Bhf ,52.512118,13.61123
231586,60171001001,S Biesdorf ,52.513059,13.555035
231924,60171001002,S Biesdorf ,52.513059,13.555035
232262,60175001012,S+U Wuhletal ,52.512724,13.574536
232286,60025321435,S Olympiastadion ,52.511135,13.241111
232586,60310004905,S Erkner Bhf,52.428396,13.752249
232935,60183002864,S Wilhelmshagen ,52.438571,13.721004
233284,60183001864,S Rahnsdorf ,52.451371,13.691655
233837,60182002854,S Friedrichshagen ,52.45709,13.625462
234376,60182001844,S Hirschgarten ,52.457903,13.60148
234924,60160001703,S Rummelsburg ,52.501213,13.478699
235472,60160002803,S Betriebsbahnhof Rummelsburg ,52.493957,13.497509
236026,60162001813,S Karlshorst ,52.481038,13.525981
236550,60180002823,S Wuhlheide ,52.469058,13.553527
237073,60180001833,S Köpenick ,52.458692,13.579543
237590,60182001843,S Hirschgarten ,52.457903,13.60148
238119,60182002853,S Friedrichshagen ,52.45709,13.625462
238139,60025321436,S Olympiastadion ,52.511135,13.241111
238564,60260001002,S Königs Wusterhausen Bhf,52.296719,13.631534
238987,60260002904,S Wildau,52.319205,13.633587
239208,60260003884,S Zeuthen,52.349649,13.627353
239210,60260002903,S Wildau,52.319205,13.633587
239610,60310004906,S Erkner Bhf,52.428396,13.752249
239963,60183002863,S Wilhelmshagen ,52.438571,13.721004
240316,60183001863,S Rahnsdorf ,52.451371,13.691655
240318,60310004903,S Erkner Bhf,52.428396,13.752249
240588,60085105001,S Alt-Reinickendorf ,52.577969,13.349747
240858,60096458002,S+U Karl-Bonhoeffer-Nervenklinik ,52.578169,13.332921
241128,60096405002,S Eichborndamm ,52.577545,13.315583
241245,60089303001,S Tegel ,52.588805,13.288695
241509,60091205001,S Schulzendorf ,52.613513,13.24563
241764,60091203001,S Heiligensee ,52.625148,13.228667
241898,60200000105,S Hennigsdorf Bhf,52.637867,13.205874
242163,60220114642,S Teltow Stadt,52.397147,13.275975
242297,60200000101,S Hennigsdorf Bhf,52.637867,13.205874
242310,60091203002,S Heiligensee ,52.625148,13.228667
242321,60100020453,S+U Potsdamer Platz Bhf ,52.50934,13.376454
242476,60089303005,S Tegel ,52.588805,13.288695
243429,60250006062,S Blankenfelde (TF) Bhf,52.337628,13.415908
244002,60250007052,S Mahlow,52.360164,13.408775
244947,60074201931,S Lichtenrade ,52.387676,13.396234
245582,60074202922,S Schichauweg ,52.398563,13.389457
246217,60072101922,S Buckower Chaussee ,52.410919,13.382689
246853,60073101912,S Marienfelde ,52.423816,13.375022
247489,60068301902,S Attilastr. ,52.447298,13.361177
248399,60058102522,S Priesterweg ,52.459239,13.356028
249212,60058102521,S Priesterweg ,52.459239,13.356028
249561,60074201932,S Lichtenrade ,52.387676,13.396234
249902,60143001101,S Karow Bhf ,52.615755,13.470081
250439,60135001111,S Buch ,52.636614,13.492452
251585,60143001102,S Karow Bhf ,52.615755,13.470081
252535,60135001112,S Buch ,52.636614,13.492452
252915,60250007051,S Mahlow,52.360164,13.408775
253574,60068301901,S Attilastr. ,52.447298,13.361177
254233,60073101911,S Marienfelde ,52.423816,13.375022
254892,60072101921,S Buckower Chaussee ,52.410919,13.382689
255551,60074202921,S Schichauweg ,52.398563,13.389457
256502,60330006121,S Röntgental,52.649062,13.514302
257343,60330005121,S Zepernick,52.659218,13.533143
258101,60330022131,S Bernau-Friedenstal,52.668369,13.564597
258395,60330004131,S Bernau Bhf,52.676233,13.593034
258859,60330004132,S Bernau Bhf,52.676233,13.593034
258969,60330005122,S Zepernick,52.659218,13.533143
259196,60053301433,S Wannsee Bhf ,52.421457,13.179099
259520,70201092101,U Osloer Str. ,52.557107,13.373279
259844,70201092201,U Nauener Platz ,52.551524,13.367365
260177,70201092301,U Leopoldplatz ,52.546493,13.359395
260510,70201092401,U Amrumer Str. ,52.542202,13.349534
260843,70201092501,S+U Westhafen ,52.536183,13.343837
261176,70201092601,U Birkenstr. ,52.532229,13.341417
261509,70201092701,U Turmstr. ,52.525938,13.341417
261842,70201092801,U Hansaplatz ,52.518111,13.342165
262176,70201092901,S+U Zoologischer Garten Bhf ,52.506921,13.332707
262510,70201093001,U Kurfürstendamm ,52.503763,13.331419
262844,70201093101,U Spichernstr. ,52.496582,13.330613
263178,70201093201,U Güntzelstr. ,52.491992,13.33121
263512,70201093301,U Berliner Str. ,52.487047,13.331355
263846,70201093401,S+U Bundesplatz ,52.477366,13.329149
264180,70201093501,U Friedrich-Wilhelm-Platz ,52.471439,13.328676
264514,70201093601,U Walther-Schreiber-Platz ,52.464998,13.328409
264848,70201093703,U Schloßstr. ,52.461183,13.324836
265182,70201093801,S+U Rathaus Steglitz  ,52.456438,13.319986
265522,70201093802,S+U Rathaus Steglitz  ,52.456438,13.319986
265862,70201093704,U Schloßstr. ,52.461183,13.324836
266202,70201093602,U Walther-Schreiber-Platz ,52.464998,13.328409
266542,70201093502,U Friedrich-Wilhelm-Platz ,52.471439,13.328676
266882,70201093402,S+U Bundesplatz ,52.477366,13.329149
267222,70201093302,U Berliner Str. ,52.487047,13.331355
267562,70201093202,U Güntzelstr. ,52.491992,13.33121
267902,70201093102,U Spichernstr. ,52.496582,13.330613
268242,70201093002,U Kurfürstendamm ,52.503763,13.331419
268588,70201092902,S+U Zoologischer Garten Bhf ,52.506921,13.332707
268929,70201092802,U Hansaplatz ,52.518111,13.342165
269270,70201092702,U Turmstr. ,52.525938,13.341417
269611,70201092602,U Birkenstr. ,52.532229,13.341417
269952,70201092502,S+U Westhafen ,52.536183,13.343837
270293,70201092402,U Amrumer Str. ,52.542202,13.349534
270634,70201092302,U Leopoldplatz ,52.546493,13.359395
270975,70201092202,U Nauener Platz ,52.551524,13.367365
271316,70201092102,U Osloer Str. ,52.557107,13.373279
271610,70201082101,S+U Wittenau  ,52.595665,13.334648
271904,70201082301,U Rathaus Reinickendorf ,52.588218,13.325568
272198,70201082401,S+U Karl-Bonhoeffer-Nervenklinik ,52.578169,13.332921
272492,70201082501,U Lindauer Allee ,52.575394,13.339047
272888,70201082601,U Paracelsus-Bad ,52.574534,13.347532
273284,70201082701,U Residenzstr. ,52.570843,13.360635
273680,70201082801,U Franz-Neumann-Platz ,52.563854,13.364283
274077,70201082901,U Osloer Str. ,52.557107,13.373279
274474,70201083001,U Pankstr. ,52.552255,13.381837
274877,70201083101,S+U Gesundbrunnen Bhf ,52.548637,13.388372
275280,70201083201,U Voltastr. ,52.54193,13.393157
275683,70201083301,U Bernauer Str. ,52.537994,13.396231
276086,70201083401,U Rosenthaler Platz ,52.529781,13.401393
276489,70201083501,U Weinmeisterstr. ,52.525376,13.405305
276892,70201083601,S+U Alexanderplatz  ,52.521619,13.412125
277295,70201083701,S+U Jannowitzbrücke ,52.5155,13.418027
277698,70201083801,U Heinrich-Heine-Str. ,52.510858,13.416169
278101,70201083901,U Moritzplatz ,52.503739,13.410947
278504,70201084001,U Kottbusser Tor ,52.499047,13.417748
278907,70201084101,U Schönleinstr. ,52.493179,13.422241
279314,70201084201,U Hermannplatz ,52.486957,13.42472
279720,70201084301,U Boddinstr. ,52.479745,13.425782
280126,70201084401,U Leinestr. ,52.472874,13.4284
280849,70201084502,S+U Hermannstr. ,52.467181,13.431704
280858,70201084501,S+U Hermannstr. ,52.467181,13.431704
281184,70201084402,U Leinestr. ,52.472874,13.4284
281510,70201084302,U Boddinstr. ,52.479745,13.425782
281836,70201084202,U Hermannplatz ,52.486957,13.42472
282162,70201084102,U Schönleinstr. ,52.493179,13.422241
282488,70201084002,U Kottbusser Tor ,52.499047,13.417748
282814,70201083902,U Moritzplatz ,52.503739,13.410947
283140,70201083802,U Heinrich-Heine-Str. ,52.510858,13.416169
283466,70201083702,S+U Jannowitzbrücke ,52.5155,13.418027
283792,70201083602,S+U Alexanderplatz  ,52.521619,13.412125
284118,70201083502,U Weinmeisterstr. ,52.525376,13.405305
284444,70201083402,U Rosenthaler Platz ,52.529781,13.401393
284770,70201083302,U Bernauer Str. ,52.537994,13.396231
285096,70201083202,U Voltastr. ,52.54193,13.393157
285423,70201083102,S+U Gesundbrunnen Bhf ,52.548637,13.388372
285744,70201083002,U Pankstr. ,52.552255,13.381837
286069,70201082902,U Osloer Str. ,52.557107,13.373279
286390,70201082802,U Franz-Neumann-Platz ,52.563854,13.364283
286711,70201082702,U Residenzstr. ,52.570843,13.360635
287032,70201082602,U Paracelsus-Bad ,52.574534,13.347532
287253,70201082502,U Lindauer Allee ,52.575394,13.339047
287474,70201082402,S+U Karl-Bonhoeffer-Nervenklinik ,52.578169,13.332921
287695,70201082302,U Rathaus Reinickendorf ,52.588218,13.325568
287916,70201082102,S+U Wittenau  ,52.595665,13.334648
288849,70201072101,S+U Rathaus Spandau ,52.535798,13.199891
289782,70201072201,U Altstadt Spandau ,52.539161,13.206763
290715,70201072301,U Zitadelle ,52.537522,13.217625
291648,70201072401,U Haselhorst ,52.538718,13.232309
292581,70201072501,U Paulsternstr. ,52.538098,13.248593
293533,70201072601,U Rohrdamm ,52.536904,13.26287
294483,70201072701,U Siemensdamm ,52.537026,13.273323
295433,70201072801,U Halemweg ,52.536703,13.286578
296389,70201072901,U Jakob-Kaiser-Platz ,52.536985,13.293661
297345,70201073001,S+U Jungfernheide Bhf ,52.530431,13.300135
298301,70201073101,U Mierendorffplatz ,52.525978,13.305715
299272,70201073201,U Richard-Wagner-Platz ,52.517154,13.307221
300239,70201073301,U Bismarckstr. ,52.511543,13.305335
301206,70201073401,U Wilmersdorfer Str. ,52.506415,13.306774
302173,70201073501,U Adenauerplatz ,52.500086,13.307348
303140,70201073601,U Konstanzer Str. ,52.493567,13.310084
304129,70201073701,U Fehrbelliner Platz ,52.490201,13.314519
305113,70201073801,U Blissestr. ,52.486478,13.320545
306097,70201073901,U Berliner Str. ,52.487047,13.331355
307081,70201074001,U Bayerischer Platz ,52.488654,13.340237
308065,70201074101,U Eisenacher Str. ,52.489477,13.350284
309049,70201074201,U Kleistpark ,52.490845,13.360917
310033,70201074301,S+U Yorckstr. ,52.492766,13.370429
311017,70201074401,U Möckernbrücke ,52.498944,13.383256
312001,70201074503,U Mehringdamm ,52.493567,13.38814
312985,70201074601,U Gneisenaustr. ,52.491252,13.395382
313969,70201074701,U Südstern ,52.489219,13.407685
314956,70201074801,U Hermannplatz ,52.486957,13.42472
315941,70201074901,U Rathaus Neukölln ,52.481146,13.434807
316926,70201075001,U Karl-Marx-Str. ,52.476429,13.439805
317911,70201075101,S+U Neukölln  ,52.468764,13.441909
318896,70201075201,U Grenzallee ,52.463516,13.444828
319547,70201075301,U Blaschkoallee ,52.452743,13.448976
320198,70201075401,U Parchimer Allee ,52.445299,13.449967
320853,70201075501,U Britz-Süd ,52.437076,13.447668
321181,70201075601,U Johannisthaler Chaussee ,52.429253,13.453851
321509,70201075701,U Lipschitzallee ,52.424645,13.463109
321837,70201075801,U Wutzkyallee ,52.423152,13.47482
322165,70201075901,U Zwickauer Damm ,52.423032,13.484371
322493,70201076001,U Rudow ,52.415714,13.496527
323784,70201073202,U Richard-Wagner-Platz ,52.517154,13.307221
325057,70201073102,U Mierendorffplatz ,52.525978,13.305715
326330,70201073002,S+U Jungfernheide Bhf ,52.530431,13.300135
327603,70201072902,U Jakob-Kaiser-Platz ,52.536985,13.293661
328872,70201072802,U Halemweg ,52.536703,13.286578
330141,70201072702,U Siemensdamm ,52.537026,13.273323
331412,70201072602,U Rohrdamm ,52.536904,13.26287
332667,70201072502,U Paulsternstr. ,52.538098,13.248593
333922,70201072402,U Haselhorst ,52.538718,13.232309
335177,70201072302,U Zitadelle ,52.537522,13.217625
336432,70201072202,U Altstadt Spandau ,52.539161,13.206763
337687,70201072102,S+U Rathaus Spandau ,52.535798,13.199891
338993,70201073702,U Fehrbelliner Platz ,52.490201,13.314519
340280,70201073602,U Konstanzer Str. ,52.493567,13.310084
341567,70201073502,U Adenauerplatz ,52.500086,13.307348
342854,70201073402,U Wilmersdorfer Str. ,52.506415,13.306774
344141,70201073302,U Bismarckstr. ,52.511543,13.305335
345443,70201075202,U Grenzallee ,52.463516,13.444828
346745,70201075102,S+U Neukölln  ,52.468764,13.441909
348047,70201075002,U Karl-Marx-Str. ,52.476429,13.439805
349349,70201074902,U Rathaus Neukölln ,52.481146,13.434807
350653,70201074802,U Hermannplatz ,52.486957,13.42472
351955,70201074702,U Südstern ,52.489219,13.407685
353257,70201074602,U Gneisenaustr. ,52.491252,13.395382
354559,70201074504,U Mehringdamm ,52.493567,13.38814
355861,70201074402,U Möckernbrücke ,52.498944,13.383256
357163,70201074302,S+U Yorckstr. ,52.492766,13.370429
358465,70201074202,U Kleistpark ,52.490845,13.360917
359767,70201074002,U Bayerischer Platz ,52.488654,13.340237
361069,70201073902,U Berliner Str. ,52.487047,13.331355
362371,70201073802,U Blissestr. ,52.486478,13.320545
363336,70201075502,U Britz-Süd ,52.437076,13.447668
364301,70201075402,U Parchimer Allee ,52.445299,13.449967
365266,70201075302,U Blaschkoallee ,52.452743,13.448976
366242,70201074102,U Eisenacher Str. ,52.489477,13.350284
366560,70201076002,U Rudow ,52.415714,13.496527
366878,70201075902,U Zwickauer Damm ,52.423032,13.484371
367196,70201075802,U Wutzkyallee ,52.423152,13.47482
367514,70201075702,U Lipschitzallee ,52.424645,13.463109
367832,70201075602,U Johannisthaler Chaussee ,52.429253,13.453851
369028,70101058261,U Britz-Süd ,52.437076,13.447668
369513,70101051784,U Britz-Süd ,52.437076,13.447668
370720,70101051495,"Berlin, Johannisthaler Chaussee/Fritz-Erler-Allee",52.43172,13.460064
371927,70101051496,"Berlin, Lipschitzallee/Fritz-Erler-Allee",52.427728,13.468151
373134,70101058266,"Berlin, Wutzkyallee/Fritz-Erler-Allee",52.425678,13.474022
374341,70101058268,"Berlin, Neuköllner Str./Zwickauer Damm",52.424097,13.485451
377041,70101051866,U Rudow ,52.415714,13.496527
378514,70101058360,U Grenzallee ,52.463516,13.444828
379236,70101058493,"Berlin, Buschkrug",52.452542,13.452162
379958,70101058495,"Berlin, Buschkrugallee/Parchimer Allee",52.445436,13.45487
380680,70101050837,"Berlin, Grüner Weg/Gutschmidtstr.",52.43704,13.451372
382173,70101051775,U Rudow ,52.415714,13.496527
383663,70101058269,"Berlin, Neuköllner Str./Zwickauer Damm",52.424097,13.485451
385153,70101058267,"Berlin, Wutzkyallee/Fritz-Erler-Allee",52.425678,13.474022
386643,70101051498,"Berlin, Lipschitzallee/Fritz-Erler-Allee",52.427728,13.468151
388133,70101051499,"Berlin, Johannisthaler Chaussee/Fritz-Erler-Allee",52.43172,13.460064
388901,70101051500,"Berlin, Grüner Weg/Gutschmidtstr.",52.43704,13.451372
389669,70101058496,"Berlin, Buschkrugallee/Parchimer Allee",52.445436,13.45487
390437,70101058494,"Berlin, Buschkrug",52.452542,13.452162
391205,70101058255,U Grenzallee/Jahnstr. ,52.461654,13.445664
391844,70201062101,U Alt-Tegel ,52.589649,13.283821
392171,70201062201,U Borsigwerke ,52.582139,13.290122
392498,70201062301,U Holzhauser Str. ,52.576252,13.295083
392825,70201062401,U Otisstr. ,52.571122,13.303074
393152,70201062501,U Scharnweberstr. ,52.567111,13.311524
393483,70201062601,U Kurt-Schumacher-Platz ,52.563483,13.327328
393810,70201062701,U Afrikanische Str. ,52.560862,13.333502
394137,70201062801,U Rehberge ,52.55667,13.341013
394464,70201062901,U Seestr. ,52.55047,13.351969
394791,70201063001,U Leopoldplatz ,52.546493,13.359395
395120,70201063101,S+U Wedding ,52.542732,13.36606
395446,70201063201,U Reinickendorfer Str. ,52.539895,13.370393
395790,70201063301,U Schwartzkopffstr. ,52.535397,13.377033
396098,70201063401,U Naturkundemuseum ,52.531254,13.382415
396406,70201063501,U Oranienburger Tor ,52.525163,13.387587
396714,70201063601,S+U Friedrichstr. Bhf ,52.52027,13.387153
397022,70201063701,U Französische Str. ,52.51477,13.389208
397364,70201063801,U Stadtmitte ,52.511495,13.389719
397690,70201063901,U Kochstr./Checkpoint Charlie ,52.506673,13.390863
398017,70201064001,U Hallesches Tor ,52.497774,13.39176
398344,70201064101,U Mehringdamm ,52.493567,13.38814
398677,70201064201,U Platz der Luftbrücke ,52.485669,13.387799
399008,70201064301,U Paradestr. ,52.478142,13.386725
399341,70201064401,S+U Tempelhof ,52.470694,13.385754
399668,70201064501,U Alt-Tempelhof ,52.46593,13.385796
399995,70201064601,U Kaiserin-Augusta-Str. ,52.460512,13.384905
400322,70201064701,U Ullsteinstr. ,52.45345,13.384771
400649,70201064801,U Westphalweg ,52.445801,13.385561
400674,70201064901,U Alt-Mariendorf ,52.439641,13.387456
401323,70201064902,U Alt-Mariendorf ,52.439641,13.387456
401677,70201063302,U Schwartzkopffstr. ,52.535397,13.377033
402031,70201063402,U Naturkundemuseum ,52.531254,13.382415
402385,70201063502,U Oranienburger Tor ,52.525163,13.387587
402739,70201063602,S+U Friedrichstr. Bhf ,52.52027,13.387153
403093,70201063702,U Französische Str. ,52.51477,13.389208
403447,70201063802,U Stadtmitte ,52.511495,13.389719
403794,70201064802,U Westphalweg ,52.445801,13.385561
404141,70201064702,U Ullsteinstr. ,52.45345,13.384771
404488,70201064602,U Kaiserin-Augusta-Str. ,52.460512,13.384905
404835,70201064502,U Alt-Tempelhof ,52.46593,13.385796
405190,70201064402,S+U Tempelhof ,52.470694,13.385754
405543,70201064302,U Paradestr. ,52.478142,13.386725
405899,70201064202,U Platz der Luftbrücke ,52.485669,13.387799
406253,70201064102,U Mehringdamm ,52.493567,13.38814
406607,70201064002,U Hallesches Tor ,52.497774,13.39176
406960,70201063902,U Kochstr./Checkpoint Charlie ,52.506673,13.390863
407314,70201063202,U Reinickendorfer Str. ,52.539895,13.370393
407670,70201063102,S+U Wedding ,52.542732,13.36606
408024,70201063002,U Leopoldplatz ,52.546493,13.359395
408378,70201062903,U Seestr. ,52.55047,13.351969
408732,70201062802,U Rehberge ,52.55667,13.341013
409086,70201062702,U Afrikanische Str. ,52.560862,13.333502
409443,70201062602,U Kurt-Schumacher-Platz ,52.563483,13.327328
409797,70201062502,U Scharnweberstr. ,52.567111,13.311524
410151,70201062402,U Otisstr. ,52.571122,13.303074
410505,70201062302,U Holzhauser Str. ,52.576252,13.295083
410859,70201062202,U Borsigwerke ,52.582139,13.290122
410901,70201062102,U Alt-Tegel ,52.589649,13.283821
411141,70201054401,S+U Brandenburger Tor ,52.516511,13.381937
411381,70201054501,U Bundestag ,52.519908,13.373454
411621,70201054601,S+U Berlin Hauptbahnhof,52.525847,13.368924
413013,70201052302,U Hellersdorf ,52.535946,13.605794
413935,70201052401,U Cottbusser Platz ,52.533963,13.596894
414857,70201052501,U Kienberg (Gärten der Welt) ,52.52849,13.59055
415969,70201052601,U Kaulsdorf-Nord ,52.521436,13.588763
417081,70201052701,S+U Wuhletal ,52.512724,13.574536
418193,70201052801,U Elsterwerdaer Platz ,52.504643,13.560762
418215,70201052903,U Biesdorf-Süd ,52.499517,13.547326
419327,70201053001,U Tierpark ,52.497236,13.523626
420452,70201053101,U Friedrichsfelde ,52.505464,13.513544
421571,70201053201,S+U Lichtenberg  ,52.511135,13.498495
422690,70201053301,U Magdalenenstr. ,52.512214,13.489439
423814,70201053401,S+U Frankfurter Allee ,52.513613,13.4753
424938,70201053501,U Samariterstr. ,52.514662,13.465347
426062,70201053601,U Frankfurter Tor ,52.515772,13.454085
427186,70201053701,U Weberwiese ,52.516848,13.443278
428310,70201053801,U Strausberger Platz ,52.518025,13.432208
429434,70201053901,U Schillingstr. ,52.520316,13.421895
430766,70201054002,S+U Alexanderplatz  ,52.521607,13.413111
431872,70201052901,U Biesdorf-Süd ,52.499517,13.547326
432796,70201054001,S+U Alexanderplatz  ,52.521607,13.413111
432804,70201052102,U Hönow ,52.538105,13.634541
433900,70201052201,U Louis-Lewin-Str. ,52.539135,13.619707
434996,70201052301,U Hellersdorf ,52.535946,13.605794
436133,70201053002,U Tierpark ,52.497236,13.523626
437679,70201052101,U Hönow ,52.538105,13.634541
438811,70201053902,U Schillingstr. ,52.520316,13.421895
439943,70201053802,U Strausberger Platz ,52.518025,13.432208
441075,70201053702,U Weberwiese ,52.516848,13.443278
442207,70201053602,U Frankfurter Tor ,52.515772,13.454085
443339,70201053502,U Samariterstr. ,52.514662,13.465347
444471,70201053402,S+U Frankfurter Allee ,52.513613,13.4753
445599,70201053302,U Magdalenenstr. ,52.512214,13.489439
446727,70201053202,S+U Lichtenberg  ,52.511135,13.498495
447871,70201053102,U Friedrichsfelde ,52.505464,13.513544
448978,70201052902,U Biesdorf-Süd ,52.499517,13.547326
450095,70201052802,U Elsterwerdaer Platz ,52.504643,13.560762
451212,70201052702,S+U Wuhletal ,52.512724,13.574536
452329,70201052602,U Kaulsdorf-Nord ,52.521436,13.588763
453256,70201052502,U Kienberg (Gärten der Welt) ,52.52849,13.59055
454183,70201052402,U Cottbusser Platz ,52.533963,13.596894
454649,70201052202,U Louis-Lewin-Str. ,52.539135,13.619707
454657,70201052103,U Hönow ,52.538105,13.634541
455021,70201042104,U Nollendorfplatz ,52.499644,13.353825
455222,70201042201,U Viktoria-Luise-Platz ,52.496169,13.343264
455423,70201042301,U Bayerischer Platz ,52.488654,13.340237
455624,70201042401,U Rathaus Schöneberg ,52.483332,13.341989
455988,70201042502,S+U Innsbrucker Platz ,52.4781,13.342875
456151,70201042402,U Rathaus Schöneberg ,52.483332,13.341989
456314,70201042302,U Bayerischer Platz ,52.488654,13.340237
456477,70201042202,U Viktoria-Luise-Platz ,52.496169,13.343264
456532,70201012103,S+U Warschauer Str. ,52.505765,13.449159
457258,70201012201,U Schlesisches Tor ,52.501147,13.441791
457984,70201012301,U Görlitzer Bahnhof ,52.499035,13.428468
458710,70201012401,U Kottbusser Tor ,52.499047,13.417748
459436,70201012501,U Prinzenstr. ,52.498274,13.406531
460162,70201012601,U Hallesches Tor ,52.497774,13.39176
460888,70201012701,U Möckernbrücke ,52.498944,13.383256
461614,70201012801,U Gleisdreieck ,52.499587,13.374293
462053,70201012901,U Kurfürstenstr. ,52.499778,13.362857
462492,70201013001,U Nollendorfplatz ,52.499644,13.353825
463174,70201013101,U Wittenbergplatz ,52.502109,13.342561
464037,70201023901,S+U Zoologischer Garten Bhf ,52.506921,13.332707
465375,70201012101,S+U Warschauer Str. ,52.505765,13.449159
465897,70201033201,U Augsburger Str. ,52.500557,13.336771
466422,70201033301,U Spichernstr. ,52.496582,13.330613
466945,70201033401,U Hohenzollernplatz ,52.493833,13.324051
467469,70201033501,U Fehrbelliner Platz ,52.490201,13.314519
